0.0000	1.000000
0.0100	0.999600
0.0900	0.995900
0.2700	0.988600
0.5200	0.978400
0.7800	0.968500
1.0300	0.958900
1.2800	0.949800
1.5300	0.940500
1.7900	0.931300
2.0500	0.922000
3.0600	0.886400
4.0800	0.852000
5.0900	0.818800
6.1000	0.786500
7.1200	0.755300
8.1400	0.724900
9.1500	0.695800
10.1600	0.667700
12.1900	0.613800
15.2400	0.540500
20.3100	0.441600
25.3900	0.369900
30.4600	0.316200
40.6000	0.246100
50.7400	0.203600
